"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Ministério da Fazenda";"PRISMA Fiscal";"O Prisma Fiscal é um sistema de coleta de expectativas de mercado, criado e gerido pela Secretaria de Política Econômica do Ministério da Fazenda , para acompanhamento da evolução das principais variáveis fiscais brasileiras sob a ótica de analistas do setor privado. O sistema apura ainda variáveis auxiliares de atividade econômica, nível geral de preços e mercado de trabalho as quais têm importantes implicações nas contas públicas e na política fiscal em geral.";"política fiscal";"1";"0";"3";"0"
"Ministério da Fazenda";"Parcelamento de Debitos";"Dados relacionados aos parcelamentos ativos concedidos no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB).";"Lei 11.941,Lei 12.865,Lei 12.996,OPP,Ordinário,PERT,PRR,PRT,RFB,Simplificado,parcelamento,parcelamento especial,receita federal";"10";"0";"3675";"17"
"Ministério da Fazenda";"Planilhas BSPN";"Planilhas utilizadas para a elaboração do Balanço do Setor Público Nacional (BSPN)";"BSPN,Consolidação,Contabilidade Pública";"3";"0";"23";"0"
"Ministério da Fazenda";"Quantitativo de Servidores";"Número de servidores públicos vinculados à Secretaria do Tesouro Nacional, ou seja, lotados, em exercício ou com lotação e exercício na STN.";"Gestão Corporativa,afastados,cedidos,exercício,quantitativo,removidos,requisitados,servidores";"6";"0";"50";"0"
"Ministério da Fazenda";"Receita Orçamentária da União";"Receita Orçamentária da União é a receita que ingressa de forma definitiva no patrimônio da União, são recursos próprios que poderão financiar políticas públicas e os programas de governo, podendo estar ou não prevista na Lei Orçamentária. Esta informação é disponibilizada por meio de arquivos que classificam a receita";"Administração Financeira e Orçamentária da União,Contabilidade Pública,Orçamento e Finanças da União,Receitas";"2";"0";"105";"0"
"Ministério da Fazenda";"Regime Tributário Unificado (RTU)";"Dados do Regime Tributário Único (RTU). Os dados estão divididos em dois balanços, conforme o período em que foram coletados. O Balanço correspondente ao período de 2012 (a partir de junho) a 2016 apresenta o número de declarações de importação desembaraçadas, os valores desembaraçados e os valores dos tributos federais pagos. O Balanço a partir de 2017 exterioriza, além dos dados citados, o número de importadores.";"DRTU,Importação,RFB,Receita Federal,Regime Tributário Único";"3";"0";"532";"2"
"Ministério da Fazenda";"Relatório Resumido de Execução Orçamentária (RREO) dos Entes da Federação";"Os demonstrativos do RREO, listados a seguir, deverão ser elaborados e publicados até trinta dias após o encerramento do bimestre de referência, exceto para os municípios com população inferior a cinquenta mil habitantes, que podem optar por divulgar, semestralmente, parte desses demonstrativos. A estrutura do RREO está definida conforme discriminação a seguir: Anexo 01 Balanço Orçamentário; Anexo 02 Demonstrativo da Execução das Despesas por Função/Subfunção; Anexo 03 Demonstrativo da Receita Corrente Líquida; Anexo 04 Demonstrativo das Receitas e Despesas Previdenciárias do RPPS; Anexo 06 Demonstrativo do Resultado Primário; Anexo 07 Demonstrativo dos Restos à Pagar por Poder e Órgão; Anexo 09 Demonstrativo das Receitas de Operações de Crédito e Despesas de Capital; Anexo 10 RPPS Demonstrativo da Projeção Atuarial do Regime Próprio de Previdência dos Servidores; Anexo 10.1 RPPS Demonstrativo da Projeção Atuarial do Regime Próprio de Previdência dos Servidores; Anexo 10.2 RGPS Demonstrativo da Projeção Atuarial do Regime Geral de Previdência Social; Anexo 11 Demonstrativo da Receita de Alienação de Ativos e Aplicação dos Recursos; Anexo 13 Demonstrativo das Parcerias Públicos-Privadas; Anexo 14 Demonstrativo Simplificado do Relatório Resumido da Execução Orçamentária .";"Contabilidade Pública,Estados e Municípios,Execução Orçamentária,FINBRA,LRF,RREO,União";"2";"0";"317";"3"
"Ministério da Fazenda";"Relatório de Avaliação dos Restos a Pagar - Base de Dados";"Dados base para a o Relatório de Avaliação dos Restos a Pagar";"Despesas Sujeitas ao Teto,RAP,Relatório de Avaliação dos Restos a Pagar,Restoss a Pagar,Teto";"4";"0";"22";"0"
"Ministério da Fazenda";"Relatório de Gestão Fiscal (RGF) dos Entes da Federação";"Abrange os dados da União, os Estados, o Distrito Federal e os Municípios, estando compreendido: a) na esfera federal: o Poder Legislativo (incluído o Tribunal de Contas da União), o Poder Judiciário (incluindo o Tribunal de Justiça do Distrito Federal), o Poder Executivo e o Ministério Público da União (incluindo o Ministério Público do Distrito Federal); b) na esfera distrital: o Poder Legislativo (incluído o Tribunal de Contas do Distrito Federal) e o Poder Executivo; c) na esfera estadual: o Poder Legislativo (incluído o Tribunal de Contas do Estado), o Poder Judiciário, o Poder Executivo, o Ministério Público Estadual; e d) na esfera municipal: o Poder Legislativo (incluído o Tribunal de Contas do Município, quando houver) e o Poder Executivo, todos que publicaram seus relatórios no Siconfi. O art. 48 da  Lei Complementar nº 101/2000 dispõe que ao final de cada quadrimestre os titulares de Poderes e órgãos emitirão Relatório de Gestão Fiscal.";"Contabilidade Pública,Estados e Municípios,Gestão Fiscal,LRF,Limites,União";"2";"0";"164";"0"
"Ministério da Fazenda";"Relatório de Subsídios ao BNDES";"Subsídios do Tesouro Nacional ao BNDES 

A Secretaria do Tesouro Nacional publica as informações referentes aos Subsídios para o cumprimento das disposições do § 17 do art. 1º da Lei nº 12.096/ 2009, incluído pela Lei 13.132/2015, que estabelece: 

§ 17. O Ministério da Fazenda publicará, até o último dia do mês subsequente a cada bimestre, na internet, os seguintes demonstrativos: 

I - do impacto fiscal das operações do Tesouro Nacional com o BNDES, juntamente com a metodologia de cálculo utilizada, considerando o custo de captação do Governo Federal e o valor devido pela União; 

II - dos valores inscritos em restos a pagar nas operações de equalização de taxa de juros, no último exercício financeiro e no acumulado total. "" (NR) 

A primeira publicação, referente ao último bimestre de 2015, foi feita no formato de Relatório. Nessa publicação consta a metodologia de cálculo e outros esclarecimentos pertinentes. 
";"Banco Nacional de Desenvolvimento Econômico e Social - BNDES,PSI,Subsídios,Subsídios e Subvenções da União";"17";"0";"43";"1"
"Ministério da Fazenda";"Relatórios da Dívida Contratual da União";"Relatórios da Dívida Contratual da União, extraídos do Sistema de Informações da Dívida Pública.";"";"10";"0";"15";"0"
"Ministério da Fazenda";"Relatórios de Encerramento de Programas";"Contém relatórios sobre os programas de dívidas de Estados e Municípios da União quando de seu encerramento.";"dívida,encerramento,haveres financeiros";"6";"0";"10";"0"
"Ministério da Fazenda";"Renúncias Fiscais de Tributos Federais";"Tributos federais desonerados (não arrecadados) em razão de isenção, redução, incentivo, renúncia, benefício ou imunidade, informados em Escrituração Contábil Fiscal (ECF), Escrituração Fiscal Digital da Contribuição Previdenciária sobre a Receita (EFD-Contribuições) e Declaração de Incentivos, Renúncias, Benefícios e Imunidades de Natureza Tributária (Dirbi). Os recursos correspondem aos Anexos I, I-A e VIII da Portaria RFB nº 319, de 11 de maio de 2023.";"Benefício Fiscal,Receita Federal,Renúncia Fiscal";"6";"0";"21666";"40"
"Ministério da Fazenda";"Renúncias Fiscais de Tributos Federais sobre Importação";"Tributos federais incidentes sobre a importação de mercadorias não arrecadados em razão de isenção, redução, incentivo, renúncia, benefício ou imunidade.";"Benefício Fiscal,RFB,Receita Federal,Renúncia Fiscal";"4";"0";"1679";"11"
"Ministério da Fazenda";"Repasses da Arrecadação Federal";"Dados dos repasses da arrecadação federal efetivados pela Secretaria Especial da Receita Federal do Brasil (RFB).";"Criança e Adolescente,FDCA,FDI,Idoso,Pessoa Idosa,RFB,Repasses,arrecadação,receita federal";"38";"0";"13003";"20"
"Ministério da Fazenda";"Resgates do Tesouro Direto";"Este conjunto de dados apresenta o volume financeiro de resgates ocorridos no Tesouro Direto em determinado mês. Os resgates são divididos em três grupos, os títulos recomprados antecipadamente, os que foram carregados até o seu vencimento e os pagamentos de cupons semestrais de juros. 
O arquivo de Recompras disponibiliza listagem dos títulos que foram entregues pelo investidor antes do vencimento dos mesmos. 
O arquivo de Vencimentos lista os lançamentos referentes aos títulos que foram levados até a sua data de vencimento. 
Já o arquivo de Cupom de Juros relaciona os pagamentos de juros semestrais aos quais alguns títulos dão direito.";"Investidores,Investimento,Resgate de Título,Tesouro Direto,Tesouro IGPM,Tesouro IPCA,Tesouro IPCA com Juros Semestrais,Tesouro Prefixado,Tesouro Prefixado com Juros Semestrais,Tesouro Selic,Vencimento de Título";"4";"0";"843";"1"
"Ministério da Fazenda";"Restituição Demais Tributos";"Dados Abertos relacionados aos lotes de restituições de Tributos Federais, com exceção das restituições solicitadas por meio da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física (DIRPF).";"RFB,Receita Federal,Restituição";"4";"0";"190";"1"
"Ministério da Fazenda";"Restituição IRPF (DIRPF)";"Conjunto de informações da Secretaria Especial da Receita Federal (RFB) que classifica lotes de restituições solicitadas por meio da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física (DIRPF).";"IRPF,RFB,Restituição,receita federal";"8";"0";"2425";"17"
"Ministério da Fazenda";"Restos a Pagar da União";"Restos a Pagar são as despesas empenhadas, mas não pagas até o dia 31 de dezembro, distinguindo-se as processadas das não processadas. Processadas são as despesas inscritas em restos a pagar, liquidadas e não pagas. Não Processados, são as despesas empenhados e não liquidados

[![Séries Temporais](http://www.tesourotransparente.gov.br/home/@@nitf/cac58e75530448e19b206f4cb1b1f240/@@images/9ff08e36-7376-4f58-884d-365f90994355.jpeg)](http://www.tesourotransparente.gov.br/visualizacoes/series-temporais)";"Administração Financeira e Orçamentária da União,Contabilidade Pública,Orçamento e Finanças da União,Restos a Pagar,Restos a Pagar Não Processados,Restos a Pagar Processados";"2";"0";"7";"0"
"Ministério da Fazenda";"Resultado da Arrecadação";"Dados da arrecadação de impostos e contribuições federais administrados pela Secretaria Especial da Receita Federal do Brasil (RFB).";"CNAE,Estado,IPI,IR,ITR,RFB,arrecadação,arrecadação federal,receita federal";"10";"0";"28474";"61"
"Ministério da Fazenda";"Resultado da Fiscalização";"Informações disponibilizadas do quantitativo de procedimentos fiscais e do valor apurado nesses procedimentos, agrupados por Setor Econômico, quando na pessoa jurídica ou Ocupação Principal quando na pessoa física. Informações disponibilizadas do quantitativo de procedimentos de fiscalizações e do valor apurado nesses procedimentos, agrupados por Tributo.";"Fiscalização,RFB,Receita Federal,Setor Econômico,Tributos,auditorias";"4";"0";"1736";"5"
"Ministério da Fazenda";"Resultado do Tesouro Nacional - Série Histórica";"O Tesouro Nacional é responsável pela consolidação e divulgação das estatísticas do Governo Central. O principal veículo de comunicação dessas estatísticas é o relatório intitulado Resultado do Tesouro Nacional, que é uma publicação mensal, editada desde 1995, e que apresenta o resultado primário do Governo Central composto pelo Tesouro Nacional, Previdência Social e Banco Central, além de uma descrição de receitas e despesas primárias, assim como a evolução da dívida líquida do Tesouro Nacional.
  
A Secretaria do Tesouro Nacional – STN apura o resultado a partir da mensuração dos fluxos de ingressos (receitas) e saídas (despesas), conforme metodologia conhecida como ""Acima da Linha"". A estatística fiscal ""acima da linha"" permite ao gestor público avaliar os resultados da política fiscal corrente por meio de um retrato amplo e detalhado da atual situação fiscal do país. Esse conjunto de informações constitui um ferramental essencial para as tomadas de decisões em termos de políticas públicas.
  
Essa avaliação possibilita, adicionalmente, a elaboração de cenários para as contas públicas, baseados em estimativas de receitas e despesas projetadas a partir de parâmetros macroeconômicos, viabilizando, dessa forma, a estatística como uma importante ferramenta, seja na etapa de formulação do orçamento público ou durante sua execução. Adicionalmente, serve como instrumento analítico para a tomada de decisões relativas à condução de políticas públicas.
No Brasil, o resultado primário adotado para fins de verificação do cumprimento da meta estabelecida na Lei de Diretrizes Orçamentárias (LDO) é o mensurado por meio da metodologia conhecida como ""abaixo da linha"", apurada pelo Banco Central do Brasil. Não obstante, a análise das fontes dos desvios é feita a partir dos componentes do resultado (receitas e despesas), cuja apuração é realizada pelo critério ""acima da linha"".
  
A estatística ""abaixo da linha"" leva em consideração as mudanças no estoque da dívida líquida, incluindo fontes de financiamento domésticas e externas. O Banco Central do Brasil publica mensalmente os dados ""abaixo da linha"" em nota específica veiculada em seu endereço eletrônico.
  
Enquanto a estatística ""abaixo da linha"" permite analisar como o governo financiou seu déficit, o resultado fiscal ""acima da linha"" permite avaliar as causas dos desequilíbrios, além de outros aspectos qualitativos da política fiscal. O resultado fiscal obtido pelas duas metodologias é comparável e, desta forma, ambas as estatísticas são importantes para a boa condução da política fiscal, devendo ser utilizadas de forma complementar.

[![Séries Temporais](http://www.tesourotransparente.gov.br/home/@@nitf/cac58e75530448e19b206f4cb1b1f240/@@images/9ff08e36-7376-4f58-884d-365f90994355.jpeg)](https://www.tesourotransparente.gov.br/visualizacao/series-temporais-do-tesouro-nacional)";"Governo Central,RTN,Resultado Fiscal,Resultado do Tesouro Nacional";"3";"0";"459";"1"
"Ministério da Fazenda";"Resultado dos leilões da Dívida Pública Mobiliária Federal Interna";"Este conjunto de dados contém as informações sobre os leilões, em oferta pública, de títulos públicos da dívida mobiliária federal interna.";"Dívida Pública Federal,Finanças,Leilão,Títulos Públicos";"27";"0";"74";"0"
"Ministério da Fazenda";"Retenção de tributos federais, estaduais e municipais no SIAFI";"Os órgãos públicos, ao fazerem seus pagamentos aos fornecedores, são obrigados a fazer retenção de tributos federais, estaduais e municipais, fazendo logo depois o pagamento desses tributos no SIAFI através de documentos DARF, GPS e DAR. Esse conjunto de dados possui a relação mensal desses documentos, com CNPJ do recolhedor, data e valor.";"empresas,retenção,tributos";"236";"0";"337";"4"
"Ministério da Fazenda";"Retenção de tributos municipais no SIAFI – DAR";"Os órgãos públicos, ao fazerem seus pagamentos aos fornecedores, são obrigados a fazer retenção de tributos federais, estaduais e municipais, fazendo logo depois o pagamento desses tributos no SIAFI através de documentos DARF, GPS e DAR. Esse conjunto de dados possui a relação mensal dos documentos DAR, com CNPJ do recolhedor, data e valor.";"DAR,Município,Retenção,SIAFI,Tributos";"109";"0";"173";"4"
"Ministério da Fazenda";"Saldos devedores e fluxo de recebimentos de haveres financeiros - Por Mutuário";"Dados sobre os saldos devedores e pagamentos realizados por entes subnacionais em decorrência de dívidas com a União. Os dados são divididos por programas (dívidas) e mutuários (Estados, Municípios e entidades de Administração Indireta).";"";"16";"0";"11";"0"
"Ministério da Fazenda";"Saldos devedores e fluxo de recebimentos de haveres financeiros - Por Programa";"Dados sobre os saldos devedores e pagamentos realizados por entes subnacionais em decorrência de dívidas com a União. Os dados são divididos por programas (dívidas).";"Estados e Municípios,ativos da União,créditos,dívidas,empréstimos,financiamentos,haveres federais,haveres financeiros,refinanciamentos";"16";"0";"52";"0"
"Ministério da Fazenda";"Saldos e Fluxos de Recebimentos dos Haveres da União, Excetos os Relacionados a Entes da Federação";"Informa os Saldos e os Fluxos de Recebimentos dos Haveres da União, Excetos os Relacionados a Entes da Federação ";"Administracion Nacional de Electricidad - ANDE,Banco Nacional de Crédito Cooperativo - BNCC,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Banco da Amazônia - BASA,Banco de Roraima S. A. - BANRORAIMA,Banco do Brasil - BB,Banco do Nordeste do Brasil S. A. - BNB,Caixa Econômica Federal - CEF,Ceasa Amazonas,Centrais Elétricas Brasileiras  S. A. - ELETROBRÁS,Comercializadora Brasileira de Energia Emergencial - CBEE,Companhia Docas do Rio Doce - CDRJ,Empréstimo do Governo Federal - EGF Especial,Excetos os Relacionados a Entes da Federação,Finanças,Haveres Federais,Haveres Financeiros,Informa os Saldos e os Fluxos de Recebimentos dos Haveres da União,Instituto Nacional do Seguro Social - INSS,Instituto do Açúcar e do Álcool - IAA,Petrobrás Mineração - PETROMISA,Programa Especial de Saneamento de Ativos - PESA,Programa de Cooperação Nipo-brasileiro para o Desenvolvimento do Cerrado - PRODECER II,Rede Ferroviária Federal - RFFSA,Securitização de Dívida Agrícola,Siderúrgica Brasileira Ltda - SIDERBRÁS,Superintendência Nacional do Abastecimento - SUNAB";"2";"0";"80";"0"
"Ministério da Fazenda";"Serviço da Dívida de Estados e do Distrito Federal";"Este conjunto de dados abrange o serviço da dívida dos Governos estaduais e do DF, segregado por administração direta e administração indireta custeada pelo Tesouro estadual.";"Ajuste Fiscal de Estados,Ajuste Fiscal de Estados DF e Municípios,DF e Municípios,Estados e Municípios,Programa de Reestruturação e Ajuste Fiscal de Estados";"2";"0";"14";"0"
"Ministério da Fazenda";"Situação de estados e municípios no Cadastro da Dívida Pública (CDP) no momento da análise de operação de crédito";"No âmbito da verificação de limites e condições para contratação de operações de crédito e garantias por governos regionais (ver Manual para Instrução de Pleitos - MIP, em https://www.tesourotransparente.gov.br/mip), a Secretaria do Tesouro Nacional (STN) ou a instituição financeira credora verificam se o governo regional forneceu informações atualizadas para o Cadastro da Dívida Pública (CDP) mantido pela STN (ver Manual do CDP, em https://manuais.tesouro.gov.br/cdp).";"Estados e Municípios,LRF,PVL,operações de crédito";"2";"0";"62";"1"
"Ministério da Fazenda";"Séries Temporais do Tesouro Nacional";"Aplicação para consulta e download das principais séries históricas de estatísticas fiscais do Tesouro Nacional, que também fica disponível no endereço https://www.tesourotransparente.gov.br/visualizacao/series-temporais-do-tesouro-nacional.

Contém os seguintes temas:
10 - Resultado Fiscal do Governo Central - Valores Mensais Relativos ao Resultado do Tesouro Nacional (RTN)
* 11 - Resultado Fiscal do Governo Central - Valores Acumulados no Ano Relativos ao Resultado do Tesouro Nacional (RTN)*
12 - Transferências e Despesas Primárias do Governo Central - Critério ""Valor Pago"" - Valores Mensais
13 - Investimento do Governo Federal - Valores Mensais
14 - Relacionamento Tesouro Nacional x Banco Central
15 - Estatísticas de Finanças Públicas - Padrões Internacionais
16 - Execução Orçamentária da União 
17 - Responsabilidade Fiscal União para Dados Relativos a indicadores de responsabilidade fiscal (LRF)
18 - Dívida Pública Federal
19 - Comparativo RTN x RREO
20 - Custeio Administrativo do Governo Central

O painel permite o download de séries históricas da variável selecionada, edição dos dados (deflacionamento, conversão para número-índice, etc) e a visualização interativa de gráficos.
Dados do Relacionamento entre o Tesouro Nacional e Banco Central. R$ Milhões - Valores Correntes.

Valores apurados pelo conceito de “Liberação”, que correspondem à disponibilização, por parte da STN, de limites de saque aos órgãos setoriais. Difere do conceito de “pagamento efetivo” adotado para as demais tabelas desta publicação pois este último corresponde aos valores efetivamente sacados da Conta Única por meio da emissão de OB´s.  ";"BACEN,BCB,Banco Central,Custeio Administrativo,Dívida Pública Federal,Estatísticas Fiscais,Governo Central,Investimento,LRF,RREO,RTN,Resultado Fiscal,Série histórica,Tesouro Nacional";"1";"0";"106";"1"
"Ministério da Fazenda";"Tabela de Órgãos e Municípios";"<p>A Tabela de Órgãos e Municípios (TOM) contém a relação dos municípios brasileiros com a codificação utilizada pelos diversos sistemas da Receita Federal do Brasil (RFB), apresentando a estrutura organizacional e jurisdicional no âmbito da RFB e domínios de endereçamento.</p>
";"RFB,TOM,receita federal";"2";"0";"8811";"24"
"Ministério da Fazenda";"Tabela dos Entes da Federação";"Informações dos Entes da Federação contidas no Siconfi";"Estados e Municípios,MSC,Matriz de Saldos Contábeis,Orgãos,Siconfi";"2";"0";"151";"1"
"Ministério da Fazenda";"Taxas de câmbio utilizadas nos cronogramas de pagamento das operações de crédito contratadas por estados e municípios";"No âmbito da verificação de limites e condições para contratação de operações de crédito e garantias por governos regionais (ver Manual para Instrução de Pleitos, disponível em https://tesourotransparente.gov.br/mip), os governos regionais submetem à Secretaria do Tesouro Nacional (STN) ou à instituição financeira credora as taxas de câmbio utilizadas para projeção dos pagamentos de suas dívidas contratadas em moeda estrangeira.";"Estados e Municípios,LRF,PVL,operações de crédito";"2";"0";"7";"0"
"Ministério da Fazenda";"Taxas dos Títulos Ofertados pelo Tesouro Direto";"As taxas e preços dos títulos ofertados pelo Tesouro Direto refletem o mercado secundário de títulos públicos federais. Dessa forma, o investidor pessoa física pode ter acesso aos títulos públicos por meio do Tesouro Direto e saber quais são as taxas e preços de compra e venda praticados em cada dia. ";"Finanças,Tesouro Direto,Tesouro IGPM,Tesouro IPCA,Tesouro IPCA com Juros Semestrais,Tesouro Prefixado,Tesouro Prefixado com Juros Semestrais,Tesouro Selic,Títulos,Títulos Públicos";"2";"0";"539";"3"
"Ministério da Fazenda";"Transações tributárias deferidas na RFB";"Transações tributárias deferidas no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB). Os dados estão separados em 2 (dois) arquivos conforme a forma de requerimento da transação: por negociação individual ou por adesão a edital.";"RFB,RFB TRANSAÇÃO";"4";"0";"1402";"10"
"Ministério da Fazenda";"Transferências Constitucionais Para Estados";"Parcela das receitas federais arrecadadas pela União é repassada aos Estados, ao Distrito Federal. O rateio da receita proveniente da arrecadação de impostos entre os entes federados representa um mecanismo fundamental para amenizar as desigualdades regionais, na busca incessante de promover o equilíbrio sócio-econômico entre Estados.

Cabe ao Tesouro Nacional, em cumprimento aos dispositivos constitucionais, efetuar as transferências desses recursos aos entes federados, nos prazos legalmente estabelecidos.

Dentre as principais transferências da União para os Estados, o DF, previstas na Constituição, destacam-se: o Fundo de Participação dos Estados e do Distrito Federal (FPE); o Fundo de Participação dos Municípios (FPM); o Fundo de Compensação pela Exportação de Produtos Industrializados - FPEX; o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb; e o Imposto sobre a Propriedade Territorial Rural - ITR.";"CIDE-Combustíveis,Estados,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,ITR,Orçamento e Finanças,Transferências Constitucionais,Transferências para Estados DF e Municípios";"143";"0";"558";"1"
"Ministério da Fazenda";"Transferências Constitucionais para Municípios";"Parcela das receitas federais arrecadadas pela União é repassada aos Municípios. O rateio da receita proveniente da arrecadação de impostos entre os entes federados representa um mecanismo fundamental para amenizar as desigualdades regionais, na busca incessante de promover o equilíbrio sócio-econômico entre Estados.

Cabe ao Tesouro Nacional, em cumprimento aos dispositivos constitucionais, efetuar as transferências desses recursos aos entes federados, nos prazos legalmente estabelecidos.

Dentre as principais transferências da União para os Municípios, previstas na Constituição, destacam-se: o Fundo de Participação dos Estados e do Distrito Federal (FPE); o Fundo de Participação dos Municípios (FPM); o Fundo de Compensação pela Exportação de Produtos Industrializados - FPEX; o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb; e o Imposto sobre a Propriedade Territorial Rural - ITR.";"CIDE-Combustíveis,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,Municípios,Orçamento e Finanças,Transferências Para Municípios,Transferências para Estados DF e Municípios";"129";"0";"1383";"5"
"Ministério da Fazenda";"Transferências Obrigatórias da União";"Transferências obrigatórias da União para os Estados e conjunto de Municípios do Estado.";"CIDE-Combustíveis,Estados e Municípios,FEX,FPE,FPM,Finanças,IOF-Ouro,IPI-Exportação,ITR,Orçamento e Finanças da União,Transferências para Estados DF e Municípios";"18";"0";"441";"3"
"Ministério da Fazenda";"Transferências Obrigatórias da União - por Município";"Valor das transferências obrigatórias realizadas pela União em favor dos municípios.";"CIDE-Combustíveis,Estados e Municípios,FEX,FPM,Finanças,IOF-Ouro,ITR,Orçamento e Finanças da União,Transferências para Estados DF e Municípios";"9";"0";"519";"3"
"Ministério da Fazenda";"Transferências da União - Total por Estado";"Total das transferências obrigatórias e discricionárias da União para os estados e Distrito Federal.";"Estados e Municípios,Finanças,Orçamento e Finanças da União,Transferências Discricionárias,Transferências Obrigatórias,Transferências para Estados DF e Municípios";"2";"0";"161";"0"
"Ministério da Fazenda";"Unidades Gestoras Cadastradas no Sistema Integrado de Administração Financeira - SIAFI";"Este conjunto de dados apresenta as principais informações sobre as Unidades Gestoras cadastradas no SIAFI. São apresentados o código da unidade, o título, a Unidade Federativa, a função e a situação sobre sua atividade. ";"Gestão Corporativa,SIAFI";"3";"0";"133";"0"
"Ministério da Fazenda";"Vendas do Tesouro Direto";"Este conjunto de dados traz o volume de vendas diário do programa Tesouro Direto. Os dados de vendas são apresentados também por tipo de título e por data de vencimento do título. No Tesouro Direto não são mais vendidos títulos com prazo de vencimento inferior a 1 ano.";"Investimento,Tesouro Direto,Tesouro IGPM,Tesouro IPCA,Tesouro IPCA com Juros Semestrais,Tesouro Prefixado,Tesouro Prefixado com Juros Semestrais,Tesouro Selic";"2";"0";"608";"3"
